accent,text,old_id,new_id,status,corr,recheck
uk,cooperation,ox-g9u5e0882,t485391992acff8ef,same,0.9553,
uk,copy,kb0149,t7b6e9e72277b6022,same,0.9741,
uk,coral,n00237,t0d94a577d40aee33,MISMATCH,0.2237,0.1261
uk,corn,g8u8e0536,t9e7978f811c8fa9b,same,0.9991,
uk,corn silk,wy-g7u5e1415,te9edbe8fa0405155,same,1.0,
uk,corner,kb0150,tbf02993ac7c3b271,same,0.9988,
uk,correct,kb0151,t57632c923a72c9e8,MISMATCH,0.2537,0.1018
uk,correctly,n00238,tf8c34105286de194,MISMATCH,0.2787,0.0997
uk,cost,kb0152,tfd1e9bb48b0770a7,MISMATCH,0.201,0.1004
uk,costume,ox-g6u5e0547,td94f85857e8d5884,MISMATCH,0.135,0.0673
uk,costume party,n00239,te25488904dbc4b13,MISMATCH,0.2326,0.052
uk,cotton,g9u5e0621,t78f5cac1b699ecde,MISMATCH,0.1247,0.1431
uk,couch,wy-g7u10e1664,t22fa215ec0c35030,same,1.0,
uk,couch potato,wy-g7u10e1665,t998ba0fe587961db,same,1.0,
uk,cough,g8u11e0565,t83604b8e970a5cad,same,0.9251,
uk,could,kb0153,t7f8af92e6ff17439,same,0.9715,
uk,could you please tell me how to get to the post office?,n00240,t4015cb6da5494160,same,1.0,
uk,count,wy-g3u10e0300,t0f3d0ca4b315014c,MISMATCH,0.8925,0.0952
uk,count down,n00241,tf8222af0afc099d4,MISMATCH,0.0395,0.109
uk,countless,wy-g9u4e2461,t15ef4a539ebecd1b,same,1.0,
uk,country,ox-g7u1e0607,t8dc78978de44fa59,same,0.9518,
uk,countryside,kb0154,t56f295bb018410dd,MISMATCH,0.6725,0.0498
uk,couple,kb0155,t0a07f024c41fe265,same,0.913,
uk,couplet,n00242,tefe2b0ec8aaf1c56,MISMATCH,0.1725,0.1475
uk,courage,ox-g9u1e0844,t723f3a32b9052bd8,same,0.9213,
uk,course,kb0156,t4d66c39bd44134a2,MISMATCH,0.8552,0.1484
uk,court,ra-g7u11e0867,tb32f031c9ec94251,same,1.0,
uk,cousin,g3u10e4035,te5ed63ad81a61a90,same,1.0,
uk,cover,kb0157,t043c63c3ce44d3e8,MISMATCH,0.8689,0.0898
uk,covering,ra-g8u20e1571,t79fdcf545ab0d3cf,same,1.0,
uk,cow,ox-g1u10e0069,tf3fda97b76b3e9e5,MISMATCH,0.0567,0.0707
uk,cpc founding day,n00243,t48dd17af990619bd,MISMATCH,0.1389,0.0409
uk,craft,g10u3e7058,t871e25323d397b11,same,1.0,
uk,craven,n00244,tdc94c0b5b2d2d0e7,MISMATCH,0.2329,0.0651
uk,crayon,wy-g1u7e0089,t8dfdb63843739ca3,same,1.0,
uk,crazy,kb0158,tc73bac820dff4e3f,same,0.9943,
uk,cream,n00245,tdf372172d72f247f,MISMATCH,0.117,0.0697
uk,create,kb0159,tdab8093badfd90f1,same,0.996,
uk,creative,ox-g8u9e0809,t29610f219f55706f,same,0.996,
uk,creativity,n00246,tabd4b28a8e9eb868,MISMATCH,0.0314,0.0588
uk,credit,ra-g8u20e1526,t94ffbb9c46d6e162,same,1.0,
uk,crew,ra-g9u35e2281,ta79ed8a98d8653d9,same,1.0,
uk,crispy,n00247,t1ef9ef6ed1befefd,MISMATCH,0.1517,0.0591
uk,crocodile,g6u3e4244,t79d253d55cf1aa42,same,1.0,
uk,cross,ox-g7u7e0670,t5aa858fa25c7073f,same,0.9635,
uk,crossroads,g4u7e3964,tc31930c4c3844eff,same,1.0,
uk,crowd,ox-g6u1e0503,tcd75e0ec76207789,same,0.9548,
uk,crowded,kb0160,t849e868644bd0000,same,0.9981,
uk,cruel,n00248,t135e181b8e61df06,MISMATCH,0.2823,0.1234
uk,crust,n00249,t689948bfa4048358,MISMATCH,0.0517,0.1235
uk,cry,g9u11e0681,tfd30a89278d0cd33,same,0.9535,
uk,cubic,n00250,t23918f9bda81a137,MISMATCH,0.1726,0.0665
uk,cubic metre,n00251,td6e1f5f8717a82aa,MISMATCH,0.1537,0.0204
uk,cucumber,kb0161,tfc345c3402eca4e4,MISMATCH,0.7069,0.0382
uk,cultural,n00252,t425b88478f4909f4,MISMATCH,0.1761,0.107
uk,culture,ox-g6u4e0535,t6b63bc0c38ebbf29,MISMATCH,0.8838,0.0768
uk,cup,g3u14e4106,tac5870030e165aa9,same,1.0,
uk,cupboard,g10u3e7065,t2c1f32c6aa082bcd,same,1.0,
uk,cupcake,wy-g3u10e0519,t097e6f10ba957bfb,same,1.0,
uk,cure,n00253,t5c837411ddaabea1,MISMATCH,0.1819,0.1073
uk,curiosity,n00254,t173c5adb9f2eecda,MISMATCH,0.0437,0.0461
uk,curious,kb0162,tc46b1bdc20d3524d,MISMATCH,0.837,0.0787
uk,curly,g5u2e4060,tc364476c3d41dd1d,same,1.0,
uk,curry,n00255,tb66dec2f4c639156,MISMATCH,0.1898,0.1154
uk,custom,g9u10e0672,t0dcd0937c1c3b1b1,MISMATCH,0.6217,0.1107
uk,customer,kb0163,td315f3ab1c1ba36a,same,0.9797,
uk,cut,kb0164,te9b8f2061dd3322e,MISMATCH,0.891,0.0809
uk,cut ... in half,n00256,tc56abd18d1955644,MISMATCH,0.25,0.0537
uk,cut down,n00257,tf04941dfe5b53483,MISMATCH,0.2007,0.0886
uk,cut off,ra-g9u36e2330,t44d1216cbe71d082,same,1.0,
uk,cut sth in / into sth,n00258,t007408286b74b129,MISMATCH,0.0785,0.0482
uk,cut up,g8u8e0538,t42518b3bf0fb0f9d,MISMATCH,0.1229,0.0924
uk,cute,g3u14e4107,t253d53b12334a95c,same,1.0,
uk,cyberbullying,wy-g8u6e2057,t7c2122bb66a3dee6,same,1.0,
uk,cycle,ox-g7u8e0673,t4a30c2a9d684361e,MISMATCH,0.0993,0.0883
uk,cycling,ox-g4u4e0332,t5ef057491682e843,MISMATCH,0.4597,0.0691
uk,dad,g3u8e1011,t2d3006e2f3d42836,same,0.9949,
uk,daddy,wy-g3u6e0376,t35682143d38d30f4,same,1.0,
uk,daily,kb0165,tbc01f928bb3b1ee7,same,0.9704,
uk,daily life,wy-g7u10e1649,t425dfe0df8634f8c,same,1.0,
uk,daily routine,n00259,t97f012a23cfd1fbd,MISMATCH,0.129,0.0262
uk,dam,ra-g9u29e2037,t4c151680fe11ef52,same,1.0,
uk,dance,g3u4e3953,t73ef276f984d9c53,same,1.0,
uk,dancer,ra-g8u13e0965,t0cd830da60c0ccf3,same,1.0,
uk,dancing,n00260,t8ebfcbe58d733132,MISMATCH,0.3242,0.1049
uk,danger,ox-g9u1e0845,t695d63f4793a0c94,MISMATCH,0.1841,0.037
uk,dangerous,kb0166,t8f36ede45a1f4be8,same,0.9888,
uk,danish,g6u5e4285,t725315b2e6b8bb48,MISMATCH,0.1905,0.0428
uk,dare,n00261,t45cefad8c5905788,MISMATCH,0.4624,0.1376
uk,dark,g9u4e0611,t0d95dc1b52ac1f1c,same,0.9677,
uk,darling,n00262,t96344a9b479e739c,MISMATCH,0.0617,0.0918
uk,date,g7u8e0415,t793a7a7f641c38ee,same,0.9034,
uk,daughter,g7u2e0356,t50c79883799e8f3f,same,0.9987,
uk,david,n00263,t43ad378cab667705,MISMATCH,0.2165,0.0775
uk,davis,n00264,t3f3c330e2e5ca449,MISMATCH,0.05,0.0457
uk,day,g2u12e0940,t24d40f22980b7da2,MISMATCH,0.8096,0.2003
uk,day by day,n00265,tda7543afd921d856,MISMATCH,0.0656,0.0709
uk,daydream,ra-g9u27e1943,t7de6b8e9dcec1e9f,same,1.0,
uk,daylight,wy-g8u6e2075,tac2b522eeb61b710,same,1.0,
uk,days,g10u1e7028,t36787abd4521820a,same,1.0,
uk,daytime,n00266,ta0a3a174326c70f8,MISMATCH,0.2607,0.059
uk,dead,kb0167,tcdcaab6871dacb34,same,0.9967,
uk,dead sea,n00267,t88a458656412d4f6,same,1.0,
uk,deadly,ra-g8u21e1626,t772e6391d60377a8,same,1.0,
uk,deaf,kb0168,tcad6765514c1250d,same,0.9729,
uk,deal,ox-g8u8e0795,t37b9b751e4c644fc,same,0.9725,
uk,deal with,ra-g8u14e0507,t53cb5e4a1d61aa2f,same,0.9969,
uk,dear,g3u1e3905,taf88813352cfa2c4,same,1.0,
uk,death,kb0169,tf5f7da00a2f48bfc,MISMATCH,0.1595,0.1012
uk,debate,wy-g6u2e1125,t90ce54ca50faa1ba,same,1.0,
uk,december,g3u6e3986,t0f90cb4c45f5cd5c,same,1.0,
uk,decide,ox-g7u5e0643,t62c4d7a57a413af6,same,0.9778,
uk,decision,wy-g9u4e0878,tecb2383b5f7382a1,MISMATCH,0.2695,0.0651
uk,decorate,ox-g4u7e0366,td6e1b6c2b1b8ed02,same,0.9625,
uk,deep,wy-g9u1e0847,ta16d5960a3d49a55,same,0.9468,
uk,deeply,wy-g9u4e2453,t505416a73210df5c,same,1.0,
uk,deer,wy-g2u9e0184,tf0ba4ca54b1bb5a2,MISMATCH,-0.0001,0.1253
uk,defeat,n00268,tba4a5e1ffaf5a2d7,MISMATCH,0.5355,0.0219
uk,defend,g17u3e7832,t8856981dc22bae7b,MISMATCH,0.0487,0.0894
uk,degree,ox-g7u4e0634,t9ce22b47854f0aea,same,0.9859,
uk,delicious,g3u6e3990,t8adbfe25ce2ea2d6,same,1.0,
uk,delivery,ra-g7u11e0859,td94fcbbde2eee712,same,1.0,
uk,delivery worker,n00269,ta590b657c8140592,MISMATCH,0.189,0.0321
uk,dentist,kb0170,t2a4a77f458209d32,MISMATCH,0.7756,0.0704
uk,department,g12u2e7197,t7f013e2c593aa8e2,MISMATCH,0.2243,0.1096
uk,depend,kb0171,t876b722c16002b70,same,0.9727,
uk,depend on / upon,n00270,te449eb302cd84e6d,same,1.0,
uk,depth,n00271,t511721a20ec772d9,MISMATCH,0.3455,0.2101
uk,describe,kb0172,t7db11cc4ea2728c6,MISMATCH,0.6245,0.1283
uk,description,n00272,t4e0f19582ca7e626,MISMATCH,0.0408,0.0678
uk,desert,ox-g7u3e0624,tb8989d4457b6078e,same,0.9829,
uk,design,kb0173,tdd38fa41e9522123,same,0.9364,
uk,designer,n00273,td7865d8936d78731,MISMATCH,0.2961,0.098
uk,desk,wy-g1u6e0073,t8e3e065c593dddfc,same,1.0,
uk,desktop,ra-g8u22e1691,t51517459d899906c,same,1.0,
uk,dessert,n00274,t52a77ed89dfbf6a5,same,1.0,
uk,destination,ox-g7u6e0657,t44504a067be189f1,same,0.9821,
uk,destroy,ra-g9u5e0709,t75bd3f04168f974c,MISMATCH,0.7652,0.1362
uk,detail,n00275,te563d91f13465a60,MISMATCH,0.1567,0.1114
uk,detective,ox-g8u3e0747,t86d930b3f41dde01,MISMATCH,0.8722,0.0829
uk,detector,wy-g8u4e1928,t35d64011156062d8,same,1.0,
uk,determined,n00276,t3c61569f879c6df0,MISMATCH,0.1438,0.0753
uk,develop,kb0174,tb7dde9a410fbd94a,same,0.9613,
uk,developer,ra-g9u30e2068,t06b39513c3155212,same,1.0,
uk,development,ra-g9u1e0645,t4d0e6638329583f2,same,0.9671,
uk,devoted,ra-g9u30e2069,t6e8e16e9069e50c4,same,1.0,
uk,devotion,ra-g9u32e2184,tcb9399b2fb3d9e32,same,1.0,
uk,dialog,n00277,t3040bc1fc33f651a,MISMATCH,0.0443,0.1474
uk,dialogue,kb0175,t37decc1c6472852c,same,0.9782,
uk,diameter,ra-g8u18e1402,t2d76080e5bd55754,same,1.0,
uk,diana,n00278,t8e8b9ed81d4ebccf,MISMATCH,0.1604,0.0773
uk,diary,kb0176,t1d3bd3b588df1dd9,same,0.9819,
uk,dickon,n00279,td18ad6bb04d77cd9,MISMATCH,0.3484,0.045
uk,dictionary,g7u3e0362,tacd1fada59e4525b,MISMATCH,0.8926,0.1126
uk,did he use to wear glasses?,n00280,tedcf2c83a44f7b97,same,1.0,
uk,did you buy anything?,n00281,te3193b85919691d0,same,1.0,
uk,did you do anything else?,n00282,tc7646b9ab6e39905,MISMATCH,0.1488,0.0206
uk,did you eat mooncakes?,n00283,tabe1b686ff9b2dd3,MISMATCH,0.0697,0.0138
uk,did you go to turpan?,n00284,t24f821f1ba45f861,MISMATCH,0.1596,0.0761
uk,did you have a nice school trip?,n00285,t5f2c77085ebdee66,same,1.0,
uk,did you take a trip?,n00286,tf0ca311e92bf6991,MISMATCH,0.1006,0.0557
uk,didn't,g9u4e5525,t2a7d86fc9d7d2916,same,1.0,
uk,die,wy-g7u12e0718,tc1a047d0cf81b702,same,0.9315,
uk,die out,wy-g7u6e1478,tcf106820faa0e089,same,1.0,
uk,diet,ox-g5u10e0494,tb9ff36b2579f4a4c,same,0.9703,
uk,difference,kb0177,t6571b14bd5c397d1,MISMATCH,-0.0515,0.0616
uk,different,g6u4e0276,tb7760934c5318b0d,same,0.969,
uk,different from,n00287,tc915aa256c249aa4,MISMATCH,0.1104,0.0718
uk,differently,n00288,t69949d04344e7578,MISMATCH,0.2375,0.1077
uk,difficult,g3u14e4108,t87f92a6890fbc3c3,same,1.0,
uk,difficulty,n00289,t8ad2e5a320910d37,MISMATCH,0.1412,0.1269
uk,dig,kb0179,te2addc638e8ef102,MISMATCH,0.1624,0.1711
uk,digital,kb0180,tadb193bc9acacdb9,MISMATCH,0.7977,0.1521
uk,dining,kb0181,t480e0553a7e31e6c,same,0.9961,
uk,dining hall,g6u10e0338,t867d0c6d8c472ef1,MISMATCH,0.1353,0.0772
uk,dining room,g3u12e4075,t3cad393a8adc9dc3,same,1.0,
uk,dinner,g4u8e0075,t574d0765e748ba62,same,0.9519,
uk,dinosaur,ox-g8u5e0761,t1e611c3300c06d3a,MISMATCH,0.7601,0.0814
uk,diploma,ra-g9u37e2355,tf70fa12b6d728cb9,same,1.0,
uk,direct,kb0182,t2e86dcfd04426801,same,0.9923,
uk,direction,g9u3e0605,t841669ae96289065,same,0.93,
uk,directly,ra-g8u20e1558,t373804fa59ed33a2,same,1.0,
uk,director,g9u9e0665,t7318ba67af1e114c,same,0.9773,
uk,dirty,kb0183,tf5815d8d1b759ce7,same,0.9175,
uk,disadvantage,ra-g8u22e1686,t4a4624cb0cb99c92,same,1.0,
uk,disagreement,wy-g8u8e2153,tb4ad7313d11213f3,same,1.0,
uk,disappear,ox-g8u5e0769,tfee23ab212054411,MISMATCH,-0.1849,0.1039
uk,disappoint,kb0184,t0ea52d91e79ff43e,MISMATCH,0.7686,0.1102
uk,disappointed,ra-g8u13e0491,te01c7255dbc6593d,same,0.987,
uk,disappointment,ra-g8u20e1608,t46e47dbaaf89555e,same,1.0,
uk,disaster,kb0185,tdd8bb01887503343,same,0.9793,
uk,disbelief,n00290,tfb762aaa06b5c66b,MISMATCH,0.1357,0.093
uk,discover,kb0186,tc4e710edae50b9b4,MISMATCH,0.5496,0.0882
uk,discovery,ox-g9u4e0875,t7700a2dd931a8b3d,MISMATCH,0.6772,0.067
uk,discuss,kb0187,t248583f921c73621,MISMATCH,0.478,0.0426
uk,discussion,ra-g8u19e1504,tf6d7472111b4e7f3,same,1.0,
uk,disease,kb0188,t6f087aa1eb6b95ec,MISMATCH,0.7795,0.065
uk,dish,ox-g4u10e0395,t4694ff08abca37ab,MISMATCH,0.8361,0.0924
uk,disk,ra-g9u27e1924,tfa82e3e7b65a260f,same,1.0,
uk,disneyland,g4u12e4036,t526177b67ccdb979,same,1.0,
uk,distance,ox-g7u8e0672,t5da7ac9c3bd68b3f,same,0.9568,
uk,district,ox-g7u7e0663,tcbdfe7328ef51d38,MISMATCH,0.4898,0.0735
uk,dive,n00291,t7dbac980531068f5,MISMATCH,0.2653,0.0824
uk,diversion,ra-g9u29e2009,t757b1e5e844bb410,same,1.0,
uk,divide,kb0189,t57bd29071bcc6f56,same,0.9734,
uk,divide ... into,n00292,tebc2adceb2fcc0c3,MISMATCH,0.1071,0.0594
uk,dividing line,wy-g8u3e1873,t8e923f9c363f1084,same,1.0,
uk,do,g1u6e0755,t654bc5d604841f54,same,0.9498,
uk,do chores,n00293,tdcc28869808d1ed3,MISMATCH,0.1721,0.0811
uk,do exercises,n00294,tf8c907075bea6692,MISMATCH,0.1399,0.0789
uk,do homework,g7u11e0449,tfbbc98ae9ab93145,MISMATCH,0.0736,0.0435
uk,do morning exercises,g5u7e0181,tcaf11fa98d88c7fe,MISMATCH,0.1516,0.0934
uk,do the housework,g4u11e4022,t46c683d39b9316cd,same,1.0,
uk,do with,n00295,ta3337541c973bc6d,MISMATCH,0.115,0.0693
uk,do you have a pet?,n00296,t30b6034d1eab150e,MISMATCH,0.0416,0.0629
uk,do you have old things?,n00297,t49671cf5ba0d4565,MISMATCH,0.1145,0.0773
uk,do you learn english by reading aloud?,n00298,t1041fffb5648b0d3,MISMATCH,0.1529,0.0372
uk,do you like the farm?,n00299,t07ee8b4f649ad1d8,MISMATCH,0.1226,0.0483
uk,do you often say that to your mum?,n00300,t89c57d347cfd9446,same,1.0,
uk,doctor,wy-g2u2e0145,t363aa629dca6e633,same,1.0,
uk,documentary,ra-g9u16e0849,taede2ec5d1be3168,same,0.9677,
uk,dodo,wy-g7u6e1465,t4aac5639cddae5ba,same,1.0,
uk,does,g2u3e0848,t68466619aae8314b,MISMATCH,0.7063,0.0779
uk,does your mother work on both saturdays and sundays?,n00301,t7f5a9858d8178bf4,same,1.0,
uk,doesn't,g10u1e7023,tffd77e4344594def,MISMATCH,0.0774,0.1513
uk,dog,ox-g2u2e0083,t3984c7c1d25e9c9f,same,1.0,
uk,dogs are friendly.,n00302,ta925a937e6a07974,MISMATCH,0.0902,0.0714
uk,doing jigsaw puzzles,g4u10e4011,t62c5c685509826da,same,1.0,
uk,doing morning exercises,n00303,tdcfffff50f0f8db4,same,1.0,
uk,doll,ox-g2u4e0092,t2a9ee71d15756f90,same,1.0,
uk,dollar,kb0190,t698698456af85565,same,0.9437,
uk,dolphin,ox-g5u6e0458,tc6c331a4bac39ecd,same,0.998,
uk,don't,g3u2e4897,t4c0dfc9e8028c7ca,MISMATCH,0.2102,0.0819
uk,don't stay up late.,n00304,tb6eb8db191e535d1,MISMATCH,0.048,0.0775
uk,"don't waste food, please.",n00305,t109803037a2613d8,same,1.0,
uk,donate,kb0191,ta1b638e0cc676cea,same,0.9977,
uk,donation,ox-g6u10e0593,t45df6c25bff2cbc7,same,0.9911,
uk,dongpo pork,n00306,ta1de9383e24893b6,MISMATCH,0.2017,0.0742
uk,door,wy-g1u5e0059,t0cc40f55e5211891,same,1.0,
uk,dot,wy-g4u11e0855,tfa088efbf59e8d30,same,1.0,
uk,double,kb0192,t6e9d9a1a06d9fecd,MISMATCH,0.8468,0.1488
uk,doubt,kb0193,t05eb718185ae85a1,same,0.9361,
uk,down,wy-g1u5e0062,t61ed498d675b2f67,same,1.0,
uk,download,ox-g9u2e0857,t20cd3f749f7f256f,MISMATCH,0.3779,0.0679
uk,downtown,ox-g7u7e0664,t431b341e8571accd,same,0.9921,
uk,dozen,ra-g9u37e2343,tb6bfd7578c1145a9,same,1.0,
uk,dozens of,ra-g9u37e2344,t3192a75264819cf2,same,1.0,
uk,dr,n00307,t4a0e284917ba025c,MISMATCH,0.0928,0.1412
uk,dr.,ra-g7u9e0817,t0e63e8e905c0baa7,MISMATCH,0.034,0.0917
uk,dragon,ox-g4u7e0361,tc4812281f3011704,same,0.9978,
uk,dragon boat,ox-g6u5e0549,t44c5bf098e521cc8,MISMATCH,0.297,0.0657
uk,dragon boat festival,n00308,t70c3e11380c69740,MISMATCH,0.0965,0.0873
uk,dragon dance,g6u10e5279,tb8b89af44157fd74,MISMATCH,0.1447,0.0824
uk,drama,kb0194,t3564c53a747d80b7,same,0.9988,
uk,drank,n00309,tb0c44e3d16c2bfb4,MISMATCH,0.1938,0.0718
uk,draw,ox-g1u4e0028,t6986c45a8cb7e16d,same,1.0,
uk,draw pictures,g3u9e4017,t56a310d53d827725,same,1.0,
uk,draw to a close,n00310,ta9d594d17f967d8e,MISMATCH,0.1576,0.0991
uk,drawer,g7u4e0375,t1e8056b32e02fd03,same,0.9649,
uk,drawing,ra-g9u35e2277,ta3fa9832774c276e,same,1.0,
uk,dream,ox-g9u12e0958,t53271d2c70dd4e20,same,0.9405,
uk,dream of,n00311,t8a88ba83df2641db,MISMATCH,0.02,0.1045
uk,dreamer,wy-g9u4e2459,ta4c51baa09410bfe,same,1.0,
uk,dreamland,wy-g9u2e2360,tbdff270844cdeda6,same,1.0,
uk,dress,ox-g2u9e0119,t3a7397c2adbb36ad,same,1.0,
uk,dressmaker,wy-g4u12e0878,te6e380dd127ae9e7,same,1.0,
uk,drift,wy-g8u3e1881,t19999a4799c788fb,same,1.0,
uk,drink,g1u11e0807,tce702b590d4ca192,same,0.9971,
uk,drink cold drinks,g5u11e4173,ta5515178cf892ea5,same,1.0,
uk,drink more water.,n00312,t84599a9427eeee98,MISMATCH,0.1028,0.0674
uk,drinking,n00313,t61cfaa1277b89181,MISMATCH,0.1149,0.0737
uk,drive,g7u12e0452,te2c53ec3cdefa49d,same,0.9979,
uk,drive sb. crazy/mad,n00314,t9ac469f1c24213e6,same,1.0,
uk,driver,wy-g2u3e0158,t8f8dda5f79e6b88d,same,1.0,
uk,drop,kb0195,tff4a3770670a3568,MISMATCH,0.0333,0.1769
uk,drop by,n00315,te821ea7c44591373,MISMATCH,0.0549,0.1233
uk,drop sb a line,n00316,t5152002ee6dd2aab,MISMATCH,0.1465,0.0491
uk,droppings,wy-g7u6e1439,t0e3f06071166c1ae,same,1.0,
uk,drought,ox-g7u4e0640,t7acf2c2c68084e7f,same,0.9966,
uk,drug,ra-g9u27e1929,t3f0902348d2d1b91,same,1.0,
uk,drum,g7u10e0434,t78305286e0949321,same,0.9796,
uk,dry,ox-g4u3e0325,t2999549448df3465,same,0.9986,
uk,duck,ox-g1u10e0068,tc2f3dede0fd896ac,same,1.0,
uk,duckling,n00317,t1e055926e35c0ec8,MISMATCH,0.332,0.1249
uk,due,ra-g8u18e1434,t94f3ece15c33f0d6,same,1.0,
uk,dull,wy-g7u10e0443,t30b589115713a2a2,same,0.9997,
uk,dumpling,ox-g4u7e0364,t85caece0f43e9dc6,same,0.9724,
uk,during,kb0196,t34318efb99379185,same,0.9713,
uk,dust,n00318,t48b3cb52fcd987ac,MISMATCH,0.0906,0.0946
uk,duty,ox-g7u10e0699,t95d1e51c7d855455,same,0.9265,
uk,dynasty,ra-g9u14e0821,ta26f9dd17775fcf0,MISMATCH,0.1071,0.0939
uk,déjà vu,n00319,t087d698a0a0c0d2c,MISMATCH,0.1539,0.0559
uk,each,kb0197,t2ced69d602801c92,same,0.9923,
uk,each other,g9u2e0598,tc8eb5823df846119,MISMATCH,0.0586,0.0709
uk,eager,ra-g9u28e1988,tf814cf9e42e4d6c8,same,1.0,
uk,eagle,kb0198,t1e5e65a02efe24af,same,0.9824,
uk,ear,ox-g1u3e0022,t0ca11cddd7503f6e,same,1.0,
uk,early,ox-g2u10e0188,t89a1e240fe99dcbc,same,1.0,
uk,earn,ra-g9u30e2082,t1a3a8cc1d283971a,same,1.0,
uk,earring,n00320,t87d736b69221cbfd,same,1.0,
uk,earth,ox-g9u7e0901,taaf8f3fcdfab3642,same,0.9956,
uk,earthquake,kb0199,t72b4118ce6f5aa8d,same,0.9463,
uk,easily,n00321,tf50fcc9055a6fdb1,same,1.0,
uk,east,kb0200,t50324ee683e239a9,MISMATCH,0.8057,0.0237
uk,east african rift valley,n00322,t9c0ffddc478c7934,same,1.0,
uk,eastern,n00323,t3276a39ccaaef1e7,MISMATCH,0.3719,0.0661
uk,easy,wy-g5u8e0475,td02c83e1f278e7db,MISMATCH,0.628,0.0369
uk,eat,g1u10e0800,ta10ffc6c9eae9fc7,MISMATCH,0.6686,0.0274
uk,eat breakfast,g5u7e0182,t90b1d64afd808962,MISMATCH,0.0777,0.0844
uk,eat dinner,g5u7e0185,ta2324c31f047b83d,MISMATCH,0.0375,0.116
uk,eat ice-cream,g5u11e4175,t88ec3af4fbb2d02a,MISMATCH,0.0413,0.0628
uk,eat out,n00324,t3606eca76ac1099f,MISMATCH,0.1076,0.0768
uk,eat seafood,g4u9e3999,tef63d8ed15bc0db5,same,1.0,
uk,eat some every day!,n00325,t259f0dd7a495cc53,same,1.0,
uk,eating,g5u11e0228,t49d35f22db9ab169,MISMATCH,0.8919,0.0919
uk,eating lunch,g5u12e0232,t7957a609aa3284a7,MISMATCH,0.1636,0.0411
uk,economy,ra-g8u20e1581,t51448d386c61d540,same,1.0,
uk,ecosystem,n00326,t0dd7318c5efaa3e0,MISMATCH,0.0511,0.0484
uk,editor,ox-g8u7e0785,t7e2b429b731e3868,same,0.9286,
uk,educate,n00327,t057bfd076982785a,MISMATCH,0.2383,0.0643
uk,education,kb0201,tebb91467baadff20,MISMATCH,0.5738,0.0988
uk,educational,ox-g9u4e0871,t8566ec7beeeae81b,same,0.9854,
uk,educator,ra-g9u14e0829,taf159ab4c45cc5af,same,0.9505,
uk,edward,n00328,t2a6db50c631bb7bb,MISMATCH,0.1843,0.1268
uk,effect,kb0202,td486f15e7cf599fe,same,0.9453,
uk,efficient,ox-g8u2e0740,t5aff61cfcb8d91aa,same,0.9886,
uk,effort,ox-g9u12e0956,td943f2928fbc6db5,MISMATCH,0.8285,0.1581
uk,egg,ox-g2u3e0088,t830faa9edfef1705,same,1.0,
uk,egypt,n00329,t29c0022ad1226018,MISMATCH,0.0673,0.0545
uk,egyptian,ra-g9u33e2243,t3d36ecba8327a079,MISMATCH,0.1075,0.0774
uk,eiffel tower,n00330,tadb0b5b239820bcc,MISMATCH,0.0446,0.1097
uk,eight,wy-g1u3e0042,t684afb3627970899,same,1.0,
uk,eighteen,g3u12e1058,tdb0ad270bb76b2b9,same,0.9264,
uk,eighth,g10u2e7036,te34d9ef1aa3faa40,MISMATCH,0.2362,0.1378
uk,eighty,n00331,t9095d2adeb3789f9,MISMATCH,0.2163,0.0946
uk,either,kb0203,t87adec873875aeba,same,0.9805,
uk,elbow,n00332,tbc094eb698116bd1,MISMATCH,0.1834,0.1073
uk,elder,kb0204,ta94f09232924b9f1,same,0.9976,
uk,elderly,ox-g6u10e0597,tda0ab2646bb99904,same,0.9776,
uk,elect,ra-g9u33e2226,t3ef86bb69e5aa84d,same,1.0,
uk,electric,kb0205,tc8fc146029d18521,same,0.9942,
uk,electricity,ra-g9u6e0719,tbb352acf1ab067d5,MISMATCH,0.8583,0.0675
uk,electronic,g9u9e0663,t9a9d79efc6933b1f,same,0.9946,
uk,elephant,ox-g1u10e0075,t38bcd80d8031ff3d,same,1.0,
uk,eleven,wy-g2u1e0126,tdc655ba7ec610e78,same,1.0,
uk,eleventh,g10u2e7037,tf442b38b9b872c20,MISMATCH,0.1032,0.1137
uk,ella,n00333,t637ede8cdf324038,MISMATCH,0.4468,0.1332
uk,else,kb0206,t1fdff0711e291acb,same,0.9691,
uk,email,g6u4e0272,t6edf2d8b3f54fe8d,same,0.9856,
uk,embarrassed,n00334,t71430f413d57bb89,same,1.0,
uk,embarrassing,n00335,t836730d1823d9e41,MISMATCH,0.1891,0.0496
uk,embroidery,ox-g9u9e0927,tcf3ffd8cb544f194,same,0.9979,
uk,emergency,ox-g7u10e0696,tbf95ab6865897394,same,0.991,
uk,emission,ox-g9u7e0903,td874a359027bfad1,same,0.92,
uk,emma,n00336,t58d3dfa3a5f7b71f,MISMATCH,0.0246,0.0965
uk,emotion,n00337,t8a5ae23901201b83,MISMATCH,0.4161,0.0616
uk,emotional,n00338,t05cb789113c323ce,MISMATCH,0.0602,0.0464
uk,emotional intelligence,n00339,tce1c5a8fb3d57430,MISMATCH,0.1268,0.0366
uk,emperor,kb0207,t9f963034b185adf4,MISMATCH,0.0425,0.0822
uk,empire,ra-g9u32e2155,t25ea2b80f5c40cd9,same,1.0,
