accent,text,old_id,new_id,status,corr,recheck
us,desert,ox-g7u3e0624,tb8989d4457b6078e,MISMATCH,0.2118,0.1021
us,design,kb0173,tdd38fa41e9522123,same,0.9967,
us,designer,n00273,td7865d8936d78731,MISMATCH,0.119,0.0958
us,desk,wy-g1u6e0073,t8e3e065c593dddfc,same,1.0,
us,desktop,ra-g8u22e1691,t51517459d899906c,same,1.0,
us,dessert,n00274,t52a77ed89dfbf6a5,MISMATCH,0.1036,0.1181
us,destination,ox-g7u6e0657,t44504a067be189f1,same,0.94,
us,destroy,ra-g9u5e0709,t75bd3f04168f974c,same,0.9514,
us,detail,n00275,te563d91f13465a60,MISMATCH,0.0358,0.1062
us,detective,ox-g8u3e0747,t86d930b3f41dde01,same,0.9986,
us,detector,wy-g8u4e1928,t35d64011156062d8,same,1.0,
us,determined,n00276,t3c61569f879c6df0,MISMATCH,0.0795,0.0728
us,develop,kb0174,tb7dde9a410fbd94a,same,0.9964,
us,developed,ra-g9u2e0667,ra-g9u2e0667,same,1.0,
us,developer,ra-g9u30e2068,t06b39513c3155212,same,1.0,
us,developing,ra-g9u2e0666,ra-g9u2e0666,same,1.0,
us,development,ra-g9u1e0645,t4d0e6638329583f2,same,0.9994,
us,devoted,ra-g9u30e2069,t6e8e16e9069e50c4,same,1.0,
us,devotion,ra-g9u32e2184,tcb9399b2fb3d9e32,same,1.0,
us,dialog,n00277,t3040bc1fc33f651a,MISMATCH,0.0888,0.1046
us,dialogue,kb0175,t37decc1c6472852c,same,0.9931,
us,diameter,ra-g8u18e1402,t2d76080e5bd55754,same,1.0,
us,diana,n00278,t8e8b9ed81d4ebccf,MISMATCH,0.0802,0.1125
us,diary,kb0176,t1d3bd3b588df1dd9,same,0.9924,
us,dickon,n00279,td18ad6bb04d77cd9,MISMATCH,0.0291,0.0781
us,dictionary,g7u3e0362,tacd1fada59e4525b,MISMATCH,0.0203,0.0613
us,did he use to wear glasses?,n00280,tedcf2c83a44f7b97,same,1.0,
us,did you buy anything?,n00281,te3193b85919691d0,same,1.0,
us,did you do anything else?,n00282,tc7646b9ab6e39905,same,1.0,
us,did you eat mooncakes?,n00283,tabe1b686ff9b2dd3,MISMATCH,0.0478,0.0169
us,did you go to turpan?,n00284,t24f821f1ba45f861,same,0.9996,
us,did you have a nice school trip?,n00285,t5f2c77085ebdee66,same,1.0,
us,did you take a trip?,n00286,tf0ca311e92bf6991,MISMATCH,0.0593,0.0446
us,didn't,g9u4e5525,t2a7d86fc9d7d2916,MISMATCH,0.1503,0.1335
us,die,wy-g7u12e0718,tc1a047d0cf81b702,same,0.9918,
us,die out,wy-g7u6e0295,tcf106820faa0e089,MISMATCH,0.1901,0.0911
us,diet,ox-g5u10e0494,tb9ff36b2579f4a4c,same,0.9985,
us,difference,kb0177,t6571b14bd5c397d1,same,0.9942,
us,different,g6u4e0276,tb7760934c5318b0d,same,0.9987,
us,different from,n00287,tc915aa256c249aa4,MISMATCH,0.1569,0.1038
us,differently,n00288,t69949d04344e7578,MISMATCH,0.0812,0.0844
us,difficult,g3u14e4108,t87f92a6890fbc3c3,same,1.0,
us,difficulty,n00289,t8ad2e5a320910d37,MISMATCH,0.0299,0.0621
us,dig,kb0179,te2addc638e8ef102,same,0.9787,
us,digital,kb0180,tadb193bc9acacdb9,same,0.987,
us,dining,kb0181,t480e0553a7e31e6c,same,1.0,
us,dining hall,g6u10e0338,t867d0c6d8c472ef1,MISMATCH,0.0635,0.107
us,dining room,g3u12e4075,t3cad393a8adc9dc3,same,1.0,
us,dinner,g4u8e0075,t574d0765e748ba62,same,0.9928,
us,dinosaur,ox-g8u5e0761,t1e611c3300c06d3a,MISMATCH,0.1681,0.1114
us,diploma,ra-g9u37e2355,tf70fa12b6d728cb9,same,1.0,
us,direct,kb0182,t2e86dcfd04426801,same,0.9995,
us,direction,g9u3e0605,t841669ae96289065,MISMATCH,0.0845,0.0926
us,directly,ra-g8u20e1558,t373804fa59ed33a2,same,1.0,
us,director,g9u9e0665,t7318ba67af1e114c,same,0.9933,
us,dirty,kb0183,tf5815d8d1b759ce7,MISMATCH,0.0948,0.1183
us,disabled,ox-g6u10e0598,ox-g6u10e0598,same,1.0,
us,disadvantage,ra-g8u22e1686,t4a4624cb0cb99c92,same,1.0,
us,disagreement,wy-g8u8e2153,tb4ad7313d11213f3,same,1.0,
us,disappear,ox-g8u5e0769,tfee23ab212054411,same,0.9984,
us,disappoint,kb0184,t0ea52d91e79ff43e,same,0.943,
us,disappointed,ra-g8u13e0491,te01c7255dbc6593d,same,0.9982,
us,disappointment,ra-g8u20e1608,t46e47dbaaf89555e,same,1.0,
us,disaster,kb0185,tdd8bb01887503343,MISMATCH,0.0455,0.0734
us,disbelief,n00290,tfb762aaa06b5c66b,MISMATCH,0.1042,0.0381
us,discount,ox-g9u6e0898,ox-g9u6e0898,same,1.0,
us,discover,kb0186,tc4e710edae50b9b4,same,0.9925,
us,discovery,ox-g9u4e0875,t7700a2dd931a8b3d,same,0.9474,
us,discuss,kb0187,t248583f921c73621,same,0.9819,
us,discussion,ra-g8u19e1504,tf6d7472111b4e7f3,same,1.0,
us,disease,kb0188,t6f087aa1eb6b95ec,same,0.9638,
us,dish,ox-g4u10e0395,t4694ff08abca37ab,same,0.9969,
us,disk,ra-g9u27e1924,tfa82e3e7b65a260f,same,1.0,
us,disneyland,g4u12e4036,t526177b67ccdb979,MISMATCH,0.0413,0.0804
us,distance,ox-g7u8e0672,t5da7ac9c3bd68b3f,MISMATCH,0.8164,0.183
us,district,ox-g7u7e0663,tcbdfe7328ef51d38,MISMATCH,0.0519,0.0678
us,dive,n00291,t7dbac980531068f5,MISMATCH,0.0796,0.0731
us,diversion,ra-g9u29e2009,t757b1e5e844bb410,same,1.0,
us,divide,kb0189,t57bd29071bcc6f56,same,0.999,
us,divide ... into,n00292,tebc2adceb2fcc0c3,MISMATCH,0.1707,0.0547
us,dividing line,wy-g8u3e0690,t8e923f9c363f1084,MISMATCH,0.0871,0.0697
us,diving,ox-g6u7e0564,ox-g6u7e0564,same,1.0,
us,do,g1u6e0755,t654bc5d604841f54,same,0.9998,
us,do chores,n00293,tdcc28869808d1ed3,MISMATCH,0.0653,0.0734
us,do exercise,wy-g7u9e0689,wy-g7u9e0689,same,1.0,
us,do exercises,n00294,tf8c907075bea6692,MISMATCH,0.0659,0.1236
us,do homework,g7u11e0449,tfbbc98ae9ab93145,same,0.996,
us,do morning exercises,g5u7e0181,tcaf11fa98d88c7fe,same,0.9131,
us,do the housework,g4u11e4022,t46c683d39b9316cd,same,1.0,
us,do with,n00295,ta3337541c973bc6d,MISMATCH,0.1355,0.0622
us,do you have a pet?,n00296,t30b6034d1eab150e,MISMATCH,0.0393,0.0755
us,do you have a soccer ball?,g7u5e0389,g7u5e0389,same,1.0,
us,do you have old things?,n00297,t49671cf5ba0d4565,same,1.0,
us,do you learn english by reading aloud?,n00298,t1041fffb5648b0d3,same,1.0,
us,do you like bananas?,g7u6e0399,g7u6e0399,same,1.0,
us,do you like pears?,g3u11e1049,g3u11e1049,same,1.0,
us,do you like the farm?,n00299,t07ee8b4f649ad1d8,same,0.999,
us,do you often say that to your mum?,n00300,t89c57d347cfd9446,same,0.9987,
us,do you want to watch a game show?,g8u5e0510,g8u5e0510,same,1.0,
us,doctor,wy-g2u2e0145,t363aa629dca6e633,same,1.0,
us,documentary,ra-g9u16e0849,taede2ec5d1be3168,same,0.9992,
us,dodo,wy-g7u6e1465,t4aac5639cddae5ba,same,1.0,
us,does,g2u3e0848,t68466619aae8314b,same,1.0,
us,does he speak chinese?,ra-g7u7e0092,ra-g7u7e0092,same,1.0,
us,does your mother work on both saturdays and sundays?,n00301,t7f5a9858d8178bf4,same,0.999,
us,doesn't,g10u1e7023,tffd77e4344594def,same,1.0,
us,dog,ox-g2u2e0083,t3984c7c1d25e9c9f,same,1.0,
us,dogs are friendly.,n00302,ta925a937e6a07974,same,1.0,
us,doing jigsaw puzzles,g4u10e4011,t62c5c685509826da,same,1.0,
us,doing morning exercises,n00303,tdcfffff50f0f8db4,same,0.9995,
us,doll,ox-g2u4e0092,t2a9ee71d15756f90,same,1.0,
us,dollar,kb0190,t698698456af85565,same,0.9992,
us,dolphin,ox-g5u6e0458,tc6c331a4bac39ecd,same,0.9973,
us,don't,g3u2e4897,t4c0dfc9e8028c7ca,same,1.0,
us,don't stay up late.,n00304,tb6eb8db191e535d1,MISMATCH,0.1242,0.099
us,"don't waste food, please.",n00305,t109803037a2613d8,same,1.0,
us,donate,kb0191,ta1b638e0cc676cea,MISMATCH,0.8619,0.117
us,donation,ox-g6u10e0593,t45df6c25bff2cbc7,same,0.9779,
us,dongpo pork,n00306,ta1de9383e24893b6,MISMATCH,0.0726,0.0885
us,door,wy-g1u5e0059,t0cc40f55e5211891,same,1.0,
us,dot,wy-g4u11e0855,tfa088efbf59e8d30,same,1.0,
us,double,kb0192,t6e9d9a1a06d9fecd,MISMATCH,0.0734,0.1299
us,doubt,kb0193,t05eb718185ae85a1,same,0.9991,
us,down,wy-g1u5e0062,t61ed498d675b2f67,same,1.0,
us,download,ox-g9u2e0857,t20cd3f749f7f256f,same,0.9998,
us,downstairs,ra-g7u16e0207,ra-g7u16e0207,same,1.0,
us,downtown,ox-g7u7e0664,t431b341e8571accd,same,0.9941,
us,dozen,ra-g9u37e2343,tb6bfd7578c1145a9,same,1.0,
us,dozens of,ra-g9u37e2344,t3192a75264819cf2,same,1.0,
us,dr,n00307,t4a0e284917ba025c,MISMATCH,0.1168,0.0834
us,dr.,ra-g7u9e0817,t0e63e8e905c0baa7,MISMATCH,0.0373,0.0426
us,dragon,ox-g4u7e0361,tc4812281f3011704,same,1.0,
us,dragon boat,ox-g6u5e0549,t44c5bf098e521cc8,same,0.9429,
us,dragon boat festival,n00308,t70c3e11380c69740,MISMATCH,0.0653,0.0964
us,dragon dance,g6u10e5279,tb8b89af44157fd74,same,1.0,
us,drama,kb0194,t3564c53a747d80b7,same,0.9949,
us,drank,n00309,tb0c44e3d16c2bfb4,MISMATCH,0.1277,0.1437
us,draw,ox-g1u4e0028,t6986c45a8cb7e16d,same,1.0,
us,draw pictures,g3u9e4017,t56a310d53d827725,same,1.0,
us,draw to a close,n00310,ta9d594d17f967d8e,MISMATCH,0.1054,0.0817
us,drawer,g7u4e0375,t1e8056b32e02fd03,MISMATCH,0.0173,0.0744
us,drawing,ra-g9u35e2277,ta3fa9832774c276e,same,1.0,
us,dream,ox-g9u12e0958,t53271d2c70dd4e20,same,0.9997,
us,dream of,n00311,t8a88ba83df2641db,MISMATCH,0.1333,0.154
us,dreamer,wy-g9u4e2459,ta4c51baa09410bfe,same,1.0,
us,dreamland,wy-g9u2e2360,tbdff270844cdeda6,same,1.0,
us,dress,ox-g2u9e0119,t3a7397c2adbb36ad,same,1.0,
us,dressmaker,wy-g4u12e0878,te6e380dd127ae9e7,same,1.0,
us,drift,wy-g8u3e1881,t19999a4799c788fb,same,1.0,
us,drink,g1u11e0807,tce702b590d4ca192,same,0.9948,
us,drink cold drinks,g5u11e4173,ta5515178cf892ea5,same,1.0,
us,drink more water.,n00312,t84599a9427eeee98,MISMATCH,0.0676,0.0665
us,drinking,n00313,t61cfaa1277b89181,MISMATCH,0.2128,0.0863
us,drive,g7u12e0452,te2c53ec3cdefa49d,same,0.9984,
us,drive sb. crazy,g9u11e0687,g9u11e0687,same,1.0,
us,drive sb. crazy/mad,n00314,t9ac469f1c24213e6,same,0.9991,
us,driver,wy-g2u3e0158,t8f8dda5f79e6b88d,same,1.0,
us,drop,kb0195,tff4a3770670a3568,same,0.9981,
us,drop by,n00315,te821ea7c44591373,MISMATCH,0.0819,0.0721
us,drop sb a line,n00316,t5152002ee6dd2aab,MISMATCH,0.0721,0.0752
us,droppings,wy-g7u6e1439,t0e3f06071166c1ae,same,1.0,
us,drought,ox-g7u4e0640,t7acf2c2c68084e7f,same,0.9673,
us,drug,ra-g9u27e1929,t3f0902348d2d1b91,same,1.0,
us,drum,g7u10e0434,t78305286e0949321,same,0.9994,
us,dry,ox-g4u3e0325,t2999549448df3465,same,0.9577,
us,duck,ox-g1u10e0068,tc2f3dede0fd896ac,same,1.0,
us,duckling,n00317,t1e055926e35c0ec8,MISMATCH,0.1108,0.1111
us,due,ra-g8u18e1434,t94f3ece15c33f0d6,same,1.0,
us,dull,wy-g7u10e1626,t30b589115713a2a2,same,1.0,
us,dumpling,ox-g4u7e0364,t85caece0f43e9dc6,same,0.9978,
us,during,kb0196,t34318efb99379185,same,0.9215,
us,dust,n00318,t48b3cb52fcd987ac,MISMATCH,0.1044,0.0743
us,duty,ox-g7u10e0699,t95d1e51c7d855455,MISMATCH,0.0849,0.0679
us,dynasty,ra-g9u14e0821,ta26f9dd17775fcf0,same,0.9978,
us,déjà vu,n00319,t087d698a0a0c0d2c,MISMATCH,0.2006,0.1116
us,each,kb0197,t2ced69d602801c92,same,0.9481,
us,each other,g9u2e0598,tc8eb5823df846119,same,0.9952,
us,eager,ra-g9u28e1988,tf814cf9e42e4d6c8,same,1.0,
us,eagle,kb0198,t1e5e65a02efe24af,same,0.9958,
us,ear,ox-g1u3e0022,t0ca11cddd7503f6e,same,1.0,
us,early,ox-g2u10e0188,t89a1e240fe99dcbc,same,1.0,
us,earn,ra-g9u30e2082,t1a3a8cc1d283971a,same,1.0,
us,earring,n00320,t87d736b69221cbfd,MISMATCH,0.2797,0.0854
us,earth,ox-g9u7e0901,taaf8f3fcdfab3642,same,0.9992,
us,earthquake,kb0199,t72b4118ce6f5aa8d,same,0.9994,
us,easily,n00321,tf50fcc9055a6fdb1,MISMATCH,0.5168,0.1152
us,east,kb0200,t50324ee683e239a9,MISMATCH,0.8521,0.041
us,east african rift valley,n00322,t9c0ffddc478c7934,same,1.0,
us,easter,ra-g7u24e0310,ra-g7u24e0310,same,1.0,
us,eastern,n00323,t3276a39ccaaef1e7,MISMATCH,0.1584,0.0951
us,easy,wy-g5u8e0475,td02c83e1f278e7db,same,0.9978,
us,eat,g1u10e0800,ta10ffc6c9eae9fc7,same,0.9803,
us,eat breakfast,g5u7e0182,t90b1d64afd808962,same,0.9217,
us,eat dinner,g5u7e0185,ta2324c31f047b83d,same,0.9475,
us,eat ice-cream,g5u11e4175,t88ec3af4fbb2d02a,same,1.0,
us,eat out,n00324,t3606eca76ac1099f,MISMATCH,0.1414,0.2491
us,eat seafood,g4u9e3999,tef63d8ed15bc0db5,same,1.0,
us,eat some every day!,n00325,t259f0dd7a495cc53,same,0.9991,
us,eating,g5u11e0228,t49d35f22db9ab169,same,1.0,
us,eating lunch,g5u12e0232,t7957a609aa3284a7,MISMATCH,0.1458,0.0718
us,economy,ra-g8u20e1581,t51448d386c61d540,same,1.0,
us,ecosystem,n00326,t0dd7318c5efaa3e0,MISMATCH,0.286,0.1133
us,edition,ox-g8u7e0789,ox-g8u7e0789,same,1.0,
us,editor,ox-g8u7e0785,t7e2b429b731e3868,same,0.9904,
us,educate,n00327,t057bfd076982785a,same,1.0,
us,education,kb0201,tebb91467baadff20,same,0.9971,
us,educational,ox-g9u4e0871,t8566ec7beeeae81b,same,0.9961,
us,educator,ra-g9u14e0829,taf159ab4c45cc5af,same,0.9985,
us,edward,n00328,t2a6db50c631bb7bb,MISMATCH,0.0335,0.1404
us,effect,kb0202,td486f15e7cf599fe,same,0.998,
us,efficient,ox-g8u2e0740,t5aff61cfcb8d91aa,same,0.9955,
us,effort,ox-g9u12e0956,td943f2928fbc6db5,same,0.9883,
us,egg,ox-g2u3e0088,t830faa9edfef1705,same,1.0,
us,egypt,n00329,t29c0022ad1226018,MISMATCH,0.1582,0.1309
us,egyptian,ra-g9u33e2243,t3d36ecba8327a079,MISMATCH,0.1016,0.0725
us,eiffel tower,n00330,tadb0b5b239820bcc,MISMATCH,0.1218,0.1014
us,eight,wy-g1u3e0042,t684afb3627970899,same,1.0,
us,eighteen,g3u12e1058,tdb0ad270bb76b2b9,same,0.9981,
us,eighth,g10u2e7036,te34d9ef1aa3faa40,MISMATCH,0.3373,0.0763
us,eighty,n00331,t9095d2adeb3789f9,MISMATCH,0.2498,0.1119
us,either,kb0203,t87adec873875aeba,MISMATCH,0.1865,0.1082
us,elbow,n00332,tbc094eb698116bd1,MISMATCH,0.0851,0.1356
us,elder,kb0204,ta94f09232924b9f1,same,0.999,
us,elderly,ox-g6u10e0597,tda0ab2646bb99904,same,0.9784,
us,elect,ra-g9u33e2226,t3ef86bb69e5aa84d,same,1.0,
us,electric,kb0205,tc8fc146029d18521,MISMATCH,0.7582,0.1374
us,electricity,ra-g9u6e0719,tbb352acf1ab067d5,same,0.9825,
us,electronic,g9u9e0663,t9a9d79efc6933b1f,same,0.9934,
us,elephant,ox-g1u10e0075,t38bcd80d8031ff3d,same,1.0,
us,eleven,wy-g2u1e0126,tdc655ba7ec610e78,same,1.0,
us,eleventh,g10u2e7037,tf442b38b9b872c20,same,1.0,
us,ella,n00333,t637ede8cdf324038,MISMATCH,0.1121,0.1605
us,else,kb0206,t1fdff0711e291acb,same,0.9941,
us,email,g6u4e0272,t6edf2d8b3f54fe8d,MISMATCH,0.1819,0.1177
us,embarrassed,n00334,t71430f413d57bb89,MISMATCH,0.3918,0.244
us,embarrassing,n00335,t836730d1823d9e41,MISMATCH,0.1102,0.2366
us,embroidery,ox-g9u9e0927,tcf3ffd8cb544f194,same,0.9997,
us,emergency,ox-g7u10e0696,tbf95ab6865897394,same,0.9649,
us,emission,ox-g9u7e0903,td874a359027bfad1,same,0.9825,
us,emma,n00336,t58d3dfa3a5f7b71f,MISMATCH,0.1465,0.1009
us,emotion,n00337,t8a5ae23901201b83,MISMATCH,0.0574,0.222
us,emotional,n00338,t05cb789113c323ce,MISMATCH,0.1176,0.0837
us,emotional intelligence,n00339,tce1c5a8fb3d57430,MISMATCH,0.158,0.1426
us,emperor,kb0207,t9f963034b185adf4,same,0.9966,
us,empire,ra-g9u32e2155,t25ea2b80f5c40cd9,same,1.0,
us,empress,kb0208,t7de6d237db23b5fa,same,0.9925,
us,empty,n00340,t7c98853141ee9261,MISMATCH,0.2261,0.1731
us,encourage,kb0209,t16636000529de85c,same,0.9985,
us,encouraging,wy-g8u6e2102,t9dc8e9bf1dbff29a,same,1.0,
us,end,kb0210,t66756a365323072b,same,0.9991,
us,end up,n00341,t8c9b595a4685a33a,MISMATCH,0.0345,0.0826
us,endangered,wy-g9u5e2503,t0c3f45770f3acefe,same,1.0,
us,ending,n00342,t496eb6d107fe2a8f,MISMATCH,0.4043,0.1055
us,endless,wy-g8u11e2271,t28e2b3cb3cdc9f40,same,1.0,
us,enemy,kb0211,tbf30a7da607c8a88,MISMATCH,0.1278,0.1265
us,energetic,kb0212,t6b51537443a6c480,same,0.9992,
us,energy,ox-g5u7e0463,t014e017eb39655ba,MISMATCH,0.3252,0.0989
us,engine,wy-g9u4e2457,t1b5ee450c56ca11a,same,1.0,
us,engineer,g8u6e0511,td87ed462722562ce,same,0.9994,
us,engineering,ra-g9u29e2018,t09dbe661b887c518,same,1.0,
us,england,wy-g4u10e0393,t6135a20546436412,same,0.996,
us,english,g3u7e3992,t24893087e709e466,same,1.0,
us,english book,g4u2e0018,g4u2e0018,same,1.0,
us,english is widely spoken throughout the world.,ra-g9u7e0739,ra-g9u7e0739,same,1.0,
us,enjoy,ox-g3u9e0290,t04d00359cf2dbc06,same,0.9989,
us,enough,ox-g6u2e0520,t57d45934577c09df,same,0.9993,
us,enter,kb0213,t5eab92091dadf7f5,same,0.9991,
us,entertain,ra-g8u20e1546,tb2d65fe7a14e8993,same,1.0,
us,entertainment,ox-g8u2e0737,tda5d368d6ced14bb,same,0.9973,
us,entire,ra-g9u31e2118,ted412e120ff8c8a7,same,1.0,
us,entrance,ox-g7u9e0686,te7f2f221fcfe401d,same,0.997,
us,entry,n00343,t6a9fe39c80477f94,MISMATCH,0.1624,0.1296
us,envelope,g6u10e5280,t5ec179988ab510ba,same,1.0,
us,environment,g8u7e0524,tf89f5eb8f6630016,same,0.9994,
us,environmental,ra-g9u25e1873,tcb6d4ce07881aa53,same,1.0,
us,envy,ox-g9u8e0916,ox-g9u8e0916,same,1.0,
us,equator,wy-g4u4e0721,t81fa84ab9a0e2687,same,1.0,
us,equipment,ox-g9u1e0850,ox-g9u1e0850,same,1.0,
us,er,wy-g5u3e0943,tf4b517984ba6b91d,same,1.0,
us,era,kb0214,t5c34be9f9dbe56d3,same,0.9953,
us,erase,ra-g9u38e2387,tec48474ad4b9211a,same,1.0,
us,eraser,wy-g1u7e0088,t9084575a531a8f27,same,1.0,
us,eric,n00344,t15cc1206feec3508,MISMATCH,0.177,0.0984
us,ernest hemingway,n00345,te96463152f161e63,MISMATCH,0.0272,0.1273
us,erupt,wy-g8u6e2076,tda834eec351b7b9f,same,1.0,
us,eruption,wy-g8u6e2079,t9e6ea299dc511363,same,1.0,
us,escalator,ox-g7u9e0688,tf7836479f37c5b2e,same,0.9316,
us,especially,kb0215,t5418806e182152a1,same,0.9309,
us,essay,n00346,ta67f96597da3ba02,MISMATCH,0.1086,0.1114
us,estate,g12u2e7203,t3d70301913d55d24,MISMATCH,0.1322,0.0613
us,etc,g10u3e7063,t0770a8a58a42f5a7,same,1.0,
us,etc.,n00347,tde0ca57359fab81c,MISMATCH,0.1325,0.0972
us,euro,ra-g8u20e1523,t63bfe6435e01a2a9,same,1.0,
us,european,n00348,t677bae7153c8234f,MISMATCH,0.2924,0.2006
us,eve,n00349,t337a98c32ab47282,MISMATCH,0.3112,0.0652
us,even,kb0216,td5fe12c001b5341c,same,0.9963,
us,even though,n00350,t9870a9d82b8e1849,MISMATCH,0.1178,0.1054
us,evening,g7u1e0343,td267cab41787fc8b,same,0.9971,
us,event,g8u10e0556,t7b6cb64f09f2bf0e,same,0.9994,
us,eventually,ra-g9u36e2319,tcfc89748bd856a7a,same,1.0,
us,ever,g8u2e0472,t7f2ec45dbf851102,same,0.999,
us,ever since,n00351,t82963fae1c38ba6b,MISMATCH,0.0715,0.0936
us,every,kb0217,te9a00b4f1d9c66fc,same,0.9947,
us,every day,n00352,t396bd8a40abf7450,MISMATCH,0.1568,0.1192
us,every season brings its joy.,n00353,te2874d7d0a92b05c,same,1.0,
us,everybody,kb0218,tf2f51abd9c763715,same,0.9966,
us,everyday,kb0219,te36ee64f888187bd,same,0.9994,
us,everyone,g3u11e4059,t3b8c334a64b266af,same,1.0,
us,everyone had a good time.,ra-g7u21e0278,ra-g7u21e0278,same,1.0,
us,everything,kb0221,t26110b342b6f3fa9,same,0.9946,
us,everywhere,kb0222,tefb010312527ba39,MISMATCH,0.1304,0.1696
us,exactly,kb0223,t0bf5c84b9eb34c99,same,0.9955,
us,exam,g8u9e0542,t6d27cae49ec28686,MISMATCH,0.0947,0.0832
us,examination,kb0224,t61ec70fcf223e7a3,same,0.9969,
us,examine,n00354,t8f03915cbb76c921,MISMATCH,0.1039,0.0992
us,example,kb0225,t1126d0be664ddb55,same,0.9988,
us,excellence,ra-g9u37e2345,t440fa7878073d7eb,same,1.0,
us,excellent,kb0226,t0611f79e702870c8,same,0.9413,
us,except,kb0227,t7897f001bd44f79f,MISMATCH,0.8879,0.1612
us,excerpt,wy-g9u1e2352,tf7953bdd8a40a93b,same,1.0,
us,exchange,ox-g9u6e0897,t54c7ea8df8ef890c,same,0.9948,
us,excite,ra-g9u25e1851,t5ef1ee2992a50df0,same,1.0,
us,excited,ox-g4u9e0387,ta49d8f1b28482a6a,MISMATCH,0.8607,0.1414
us,exciting,g8u1e0464,tb7d1117aceb1027c,same,0.9912,
us,excuse,kb0228,tc3addafdc087fcbe,MISMATCH,0.8858,0.0728
us,excuse me,g7u3e0368,t0a649597fc261827,MISMATCH,0.8935,0.0301
us,"excuse me, do you know where i can buy some medicine?",n00355,t754be93523736930,same,0.9378,
us,excuse me.,n00356,tbe578b133c98d451,MISMATCH,0.0286,0.0183
us,excuse me?,n00357,tab1739e3763d44ec,MISMATCH,0.1395,0.0561
us,exercise,g7u11e0446,t26d1118f5846cf55,same,0.9859,
us,exercise book,g5u4e4080,t67281eda7c220f7f,same,1.0,
us,exhibit,ox-g7u9e0685,ox-g7u9e0685,same,1.0,
us,exhibition,ox-g9u4e0872,tfef27965d917d364,same,0.9349,
us,exist,ra-g8u20e1570,ta607d1fc0434ec43,same,1.0,
us,exit,ox-g7u9e0687,ta6c129e8e7965925,MISMATCH,0.8416,0.1995
us,expect,kb0229,t96d5160c1fe5a381,MISMATCH,0.8802,0.1155
us,expedition,ox-g9u1e0842,ox-g9u1e0842,same,1.0,
us,expensive,g4u12e0117,tb1691f8a3671c629,same,0.9873,
us,experience,g9u11e0686,t63c4a2179f31e1ed,same,0.934,
us,experiment,ox-g9u4e0876,t9ac5fb075bd1a87c,same,1.0,
us,expert,kb0230,tb51d6d9056e4e2ff,MISMATCH,0.681,0.2409
us,explain,kb0231,t2f89821e56dd59dd,same,1.0,
us,exploration,ra-g8u18e1430,tf1a9658c2d132839,same,1.0,
us,explore,ox-g8u6e0780,t21d7e1e008a6c824,same,0.9534,
us,explorer,ox-g9u1e0843,ta481d0ad5badff74,MISMATCH,0.7292,0.0707
us,export,ra-g9u31e2134,td9fffb48ef257078,same,1.0,
us,express,kb0232,tffd766beed06718a,MISMATCH,0.7661,0.1413
us,expression,n00358,t17be8968c2a683c6,MISMATCH,0.1395,0.1184
us,extinct,ox-g8u5e0762,ox-g8u5e0762,same,1.0,
us,extinguisher,n00359,t206fcd7148500e11,MISMATCH,0.2125,0.0518
us,eye,ox-g1u3e0018,td4b101d45bb1d4c9,same,1.0,
us,fable,ra-g8u24e1781,t61001de2dcd7a2fc,same,1.0,
us,face,ox-g1u3e0020,tdfe940a0de912b54,same,1.0,
us,face to face,n00360,tcdcf790784ca442f,MISMATCH,0.0966,0.0593
us,face-to-face,n00361,t9d8e5f529f3691e9,MISMATCH,0.0933,0.0859
us,fact,kb0233,tacd1db47f873d8ff,MISMATCH,0.7779,0.1148
us,factory,ox-g5u2e0417,t8ed31e585e0d5ad8,same,0.9908,
us,factory worker,g6u5e0286,t874132894760420a,same,0.9285,
us,fail,kb0234,tc5df17442500115f,same,0.9928,
us,failure,n00362,td1d60e1967085398,MISMATCH,0.2268,0.0754
us,fair,kb0235,t7abb6d54dd669ee7,same,0.9904,
us,fairy,n00363,t67eff469290dd299,MISMATCH,0.1925,0.0897
us,fairy tale,ra-g9u17e0871,tfcfc7204fdc62968,same,0.9463,
us,fall,kb0236,td5a4a996cf466ac8,same,0.963,
us,fall in love with,n00364,t0aa5503189c80e92,MISMATCH,0.067,0.0669
us,fall upon,wy-g8u8e0981,tb53716d8fd835b3c,MISMATCH,0.2059,0.1153
us,false,kb0237,t8cb95ad818059778,MISMATCH,0.1065,0.1344
us,fame,n00365,t774d8d4fab56cd8a,MISMATCH,0.1619,0.1018
us,familiar,ox-g8u11e0826,t60f5337f8a114658,same,0.9957,
us,familiar with,n00366,t36a84b8b790c374f,MISMATCH,0.2346,0.0958
us,family,g4u6e0051,t2f945317c3b0d59e,same,0.9817,
us,family photo,g4u6e0059,g4u6e0059,same,1.0,
us,famous,ox-g7u3e0627,t7cd315a2e8d56e6f,same,0.9827,
us,fan,kb0238,t75e76edf9f877c25,same,0.9598,
us,fantastic,kb0239,t70811c529b5644ef,MISMATCH,0.8902,0.0888
us,fantasy,n00367,t16c901a183543b4f,MISMATCH,0.2281,0.1182
us,far,g7u12e0455,t558065359751df64,same,0.9991,
us,faraway,n00368,tf861fc9604d5ce36,MISMATCH,0.0831,0.0874
us,farewell,ox-g9u11e0941,ox-g9u11e0941,same,1.0,
us,farm,wy-g2u5e0173,t33191adc94c304ad,same,1.0,
us,farmer,g4u10e0092,tc06d37680d581643,same,0.9997,
